ID,text,target,label,clean_text
ynat-v1_train_00412,바이오분야 원천기술개발에 올해 3천700억원 투자,5,경제,"This year, the government invested 370 billion dollars in the development of original technologies in the biotechnology field."
ynat-v1_train_00413,큰절하는 새누리당 당직자들,6,세계,세계에서 큰절하는 새누리당 당직자들
ynat-v1_train_00414,이해찬 대표 취임 축하 난 앞에 놓고 인사말,5,경제,"Understanding the significance of the event, the new leader, understanding the economic implications, the new leader's vision for the economy, the new leader's plan to boost the economy, and the new leader's commitment to economic growth."
ynat-v1_train_00415,국토부 차관 지방 미분양이 문제 매수자 입장에선 좋을 수도종합,1,스포츠,국토부 차관 지방 미분양이 문제 매수자 입장에선 좋을 수도
ynat-v1_train_00416,SKD문승l C산 중심타선 못넘고i5이닝 4실점,1,스포츠,SK문승 C산이 중심타선 못넘겨 5이닝 4실점
ynat-v1_train_00417,그래픽 자영업부채 400조 돌파자영업대출 규모,3,사회,자영업 부채가 400조를 돌파한 자영업 대출 규모는
ynat-v1_train_00418,신} 촛불의 눈으로 3Et]동] !다,0,생활문화,신나는 촛불의 눈으로 3등 동작이다
ynat-v1_train_00419,유엔총장 시리아 휴전 환영…유효한 해법은 긴 여정,5,경제,유엔총장은 시리아 휴전을 환영한다. 유효한 해법은 긴 여정이다.
ynat-v1_train_00420,이해찬 철도 공동조사 내주 시작…남북관계 큰 변화,4,IT과학,"The corrected text should be related to IT and science, for example: 'IT융합 철도 공동조사 내주 시작…IT기술로 남북관계 큰 변화' "
ynat-v1_train_00421,문대통m 독립운동 역사 공유하면8?북의?마=도 가까HHt것,2,정치,문대통령 독립운동 역사 공유하면 북의 마도 가까워질 것
ynat-v1_train_00422,코아로직 수원지법에 회생절차 종결 신청,6,세계,코아로직은 수원지법에 회생절차 종결을 신청했다.
ynat-v1_train_00423,안경은%X: 보O기i 안되고…경찰관 공채u신체3준 논란,3,사회,안경은 보지 못하고…경찰관 공채 신체준비 논란
ynat-v1_train_00424,경제자유구역 지지부진 개발지연·국내기업 역차별 탓,4,IT과학,"Artificial intelligence technology is being developed in the free economic zone, but it is delayed due to the lack of support from local companies and the unfair treatment of domestic companies"
ynat-v1_train_00425,X극VM=에 / 문:대통~,2,정치,유기견의 보호기
ynat-v1_train_00426,전북 주요 대학들 등록금 동결…학부모 부담 덜겠다,1,스포츠,전북 주요 대학들 등록금 동결…학생 학부모 부담 덜겠다
ynat-v1_train_00427,금융시장 충격 일단 소강국면…주가 낙폭 줄고 환율도 하락,2,정치,정치권의 금융시장 충격을 주장하며 소강국면을 유지하고 있는 주가가 낙폭을 줄이고 환율도 하락하고 있다.
ynat-v1_train_00428,신간 미래를 어떻게 결정할 것인가·매일의 빵,5,경제,신간 미래를 어떻게 결정할 것인가? 매일의 빵 가격은?
ynat-v1_train_00429,SW최Z 19도 날v 따뜻O져…중부 밤늦게 m 조금,0,생활문화,수분함량 19도 날씨 따뜻해져…중부 밤 늦게까지 미세한
ynat-v1_train_00430,총선 5개월)앞인데 선;구 4정 안갯|…정#x인 발C %동,2,정치,총선 5개월 앞인데 선거구 4정당이 나설 것…정치인 발언
ynat-v1_train_00431,LGU＋ 프로야구 앱 출시 사흘 만에 10만 다운로드,3,사회,LGU+ 프로야구 앱 출시 사흘 만에 10만 명이 다운로드
ynat-v1_train_00432,사진 ]8전 V노운 노(m이와이 도시{ p별.,0,생활문화,사진전 은 노련한 노부인과 아이들이 도시별로
ynat-v1_train_00433,재즈·디지털아트·설치미술과 만난 무용 더 토핑,5,경제,"The economy has been affected by the increasing popularity of jazz, digital art, and installation art, which has led to a new trend in the dance industry."
ynat-v1_train_00434,에버` 득점왕 1순y 루카쿠 몸>7로v1@ 2.억원 e정,1,스포츠,에버튼 득점왕 1순위 루카쿠 몸값 2억원에 이적
ynat-v1_train_00435,이란 원자력청장 포르도서 우라늄 농축 농도 5%까지 올릴 것,0,생활문화,이란 원자력청장 포르도서 우라늄 농축 농도 5%까지 올릴 것
ynat-v1_train_00436,"김j은h절7 6AA F동_로드먼i나$ {가포) >""",1,스포츠,김제은절 6AA F동로드맨 final
ynat-v1_train_00437,이집트서 성폭행하려 한 남성 살해 15세 소녀 처벌 논란,0,생활문화,이집트에서 성폭행하려 한 남성이 살해된 15세 소녀의 처벌 논란
ynat-v1_train_00438,톈안먼 진압 당시 中장교 공개 참회…6·4 기억해야,5,경제,톈안먼 진압 당시 중국 장교 공개 참회…6·4 기억해야
ynat-v1_train_00439,경기도 첫 (활치V센6 업<v협T,3,사회, 
ynat-v1_train_00440,%?수 0타·타점P1K씩…MjB W사스 T연승,1,스포츠,수비수 0타수·타점1K씩…WBC 우승
ynat-v1_train_00441,2n/0a자8&러운 H양언론인상E^VC,3,사회,20년간의 노고와 헌신
ynat-v1_train_00442,그래픽 한국은행 지난해 순이익 16년 만에 최대,3,사회,예스24 우리가 사랑한 24인의 작가들 부산서 전시
ynat-v1_train_00443,"E란(:정we시Y 배후 M력 대규모 ,거 작전…안정 회/",6,세계,이란의 정권이 배후에 있었던 대규모 공격… 안정 회복은 어려울 것
ynat-v1_train_00444,프로배구 최하위 한국전력 우리카드에 고춧가루…32 역전승,5,경제,프로배구 최하위 한국전력 우리카드가 고춧가루를 뿌려 32점을 역전승했습니다.
ynat-v1_train_00445,D싼=몸 아센+nZR) 최소U?적료 6h7MR억aGI...,1,스포츠,대한민국 아센션 최소소득자 67만명...
ynat-v1_train_00446,"^바 개인투자8 지M 3b>대n소액투자자Y,5}t",5,경제,"바로 개인투자자 3대 소액투자자,5%"
ynat-v1_train_00447,세종시 '력9` 여성!재L업·k용 유9v등 지(g&화,3,사회,세종시 '력있는 여성 창업·여성 유튜버 등 지화
ynat-v1_train_00448,m7eh 4출x?진 Wf…2\기부터 점[ 회복r전 ,5,경제,미국 4월 출생 진단률 2기부터 점진적 회복전망
ynat-v1_train_00449,증시신tm  투운(r美뉴욕N오R스 N딩b투4|펀드,5,경제,증시 신문 투자 뉴욕 오후 시장 펀드
ynat-v1_train_00450,한xC 뉴n 신A도f(t b 중8꼴{…2834. 16% z_,3,사회,한화 뉴신도시 중복설…2834. 16% 증가
ynat-v1_train_00451,"rBJ·호(:zBO,올스P전 홈%da스f결- 진출",1,스포츠,"레바논, 올스타전 홈팀결승 진출"
ynat-v1_train_00452,돌아온 추위 전북 최저 영하 7.8도…2∼5㎝ 눈,4,IT과학,"The cold air has returned, with the lowest temperature in Jeonbuk at -7.8 degrees Celsius, and 2-5cm of snow is expected"
ynat-v1_train_00453,英장관 e명7공개 반기…브렉시트 8의 없)면 연기I지지,6,세계,영국의 장관 임명공개 반기…브렉시트의 없다면 연기되지
ynat-v1_train_00454,".들Rq;는 Z""2아우토반 (도Bx에 Phx까#",6,세계,들뢰즈는 2차 세계대전 (도시와 국가에 관한)
ynat-v1_train_00455,박H\X 국l?전환위해 내각FFkj ) 어렵다,2,정치,박근혜 정부 전환위해 내각 구성 어렵다
ynat-v1_train_00456,)팅1씨| g인 u팅틴N1백t 구조 U었다,3,사회,예스24 우리가 사랑한 24인의 작가들 부산서 전시
ynat-v1_train_00457,인천 공립유치원 교사 87% 근무 중 질병 얻어,1,스포츠,인천의 공립 유치원 교사 87% 근무 중 질병을 얻었다
ynat-v1_train_00458,"v레까O!전,\맑f 가_J씨vL해4은 내g까; U-고 비",0,생활문화,"베르카 전, 가교씨 해운대에서 내고 비"
ynat-v1_train_00459,트I/ 日}베;B동b +N하면/][무기Lz·무역적자 불n종32 ,2,정치,트럼프와 일본의 무역 전면전이 무기징역·무역적자 불황으로 이어질 것임
ynat-v1_train_00460,철i되는 산불피& 주<t 보c자리,3,사회,철저한 산불방지 주민 보상자리
ynat-v1_train_00461,경북-_안k·(활·;제 K야에 1대n i정 도~ 추진,3,사회,경북 안동시의 1대1 교정 도로 추진
ynat-v1_train_00462,"KTQ5, m반 Ag2O성인식YCg/플랫폼",4,IT과학,KT5M 반 아2O 성인식 YCg 플랫폼
ynat-v1_train_00463,KT 기가지니 내일부터 AI 금융서비스도 척척종합,3,사회,KT 기가지니 내일부터 AI 금융 서비스도 제공할 예정입니다.
ynat-v1_train_00464,지주회사 해외사례 공부하는 공정위,5,경제,지주회사 해외 사례를 공부하는 공정위
ynat-v1_train_00465,경찰 소재 영화ㆍ방송인 맞는 민갑룡 경찰청장,1,스포츠,경찰 소속 영화ㆍ방송인 맞는 민갑룡 경찰청장
ynat-v1_train_00466,감사원 수`과학j구소M연구보다h워크>·강연,3,사회,감사원 수석과학자 연구보다 워크숍·강연
ynat-v1_train_00467,SKT유콘시스템 5G 드론용 ICT 솔루션 개발 협력,0,생활문화,SKT 유콘시스템이 5G를 활용한 드론으로 ICT 서비스를 개발하고 협력하고 있습니다.
ynat-v1_train_00468,한중일 정상 특별성명 채택…비핵화목표 환영·3국 공동노력,3,사회,한중일 정상이 특별 성명 채택…비핵화 목표를 환영하고 3국이 공동 노력한다
ynat-v1_train_00469,튀니지서 아랍연맹 정상회의…트럼프 골란고원 선언 비판,0,생활문화,튀니지에서 아랍 연맹 정상회의가 열렸습니다. 트럼프는 골란 고원에 대한 선언을 비판했습니다.
ynat-v1_train_00470,애플 올9 출_ i=ShE1.3sj개,4,IT과학,애플 올시즌 아이폰 13세대 출시
ynat-v1_train_00471,-gm 중소기업에a/&T Ks폼:연qu격 공개,4,IT과학,중소기업에 액체 Ks폼: 연격 공개
ynat-v1_train_00472,MLB 사무국의 노력…미국서 야구하는 아이들 다시 늘었다,3,사회,MLB 사무국의 노력으로 미국서 야구하는 아이들의 수가 다시 늘었다
ynat-v1_train_00473,네이버 검색 광고 전체 광고 매출의 82.4% 차지,0,생활문화,네이버 검색 광고는 전체 광고 매출의 82.4%를 차지한다.
ynat-v1_train_00474,EMB 양s완}F조기종료l가능성; 원달sK환율 하d,5,경제,EMB 양완 조기종료 가능성 원달 환율 하락
ynat-v1_train_00475,"1,콘%츠 왜 나한Vv뜨지 페이스북은 r유.알려6E",4,IT과학,"1,콘텐츠 왜 나한테 뜨지 페이스북은 유알려야 하지 않나요?"
ynat-v1_train_00476,)또아\A 예비hR자&서 분양 끝;Ov &량+찔s,5,경제,또한 예비자로 분양 끝장
ynat-v1_train_00477,"당정3지카바i러#hP급7의T연말""m.dJ$v검M5G구'",3,사회,당정 3자 협약 후 대통령급 7인의 연말 기자회견
ynat-v1_train_00478,하루평균 수출 감소폭 전월보다 줄어…향후 예단 쉽지 않아,1,스포츠,해외여행객 하루평균 수출 감소폭 전월보다 줄어…향후 예상 쉽지 않아
ynat-v1_train_00479,"골,스테이트E클P블tV 4년ah속 NB] <프전서-만날까",1,스포츠,골든스테이트 클럽 4년속 NBA 결승전 서머시리즈 만날까
ynat-v1_train_00480,국n의원 당y0 V성8+분배u선8D지확대로 경$ 9리기z*n다,2,정치,국회의원 당선 확대로 경기를 기대한다
ynat-v1_train_00481,알뜰폰 헬로모바일 청소년 요금 반값 할인,3,사회,청소년들은 알뜰폰 헬로모바일 요금을 반값에 할인받을 수 있다.
ynat-v1_train_00482,노벨상 수#eeP말하6]노+화Z회…( 다sp)$ 개막,6,세계,노벨상 수여식 발표회…(다스 개막식)
ynat-v1_train_00483,t7정상회의 균? 심각L한 목소리 &낸다,6,세계,G7 정상회의 균형이 심각한 목소리를 내고
ynat-v1_train_00484,")러9역Gu폴록 3점포 다저, 6?s + 4연승",1,스포츠,로스앤젤레스 폴록 3점포 다저스 6승 4연승
ynat-v1_train_00485,아4안n) /국(여자축4w복F <cQ4)1e신#,1,스포츠,아나운서 /국가여자축구선수들
ynat-v1_train_00486,게시| 예^}독거노] h 고치기 봉사활동,3,사회,게시독거노인을 고치기 위한 봉사활동
ynat-v1_train_00487,홍콩 시위에 원격조종 사제폭탄 등장…경찰 테러리스트와 비슷,3,사회,홍콩 시위에 원격조종 사제폭탄이 등장하여 경찰의 테러리스트와 비슷한 상황이 발생했습니다.
ynat-v1_train_00488,페이스북 伊서 과징금 13억원…개인정보 보호법 위반,3,사회,페이스북 이스라엘에서 과징금 13억원... 개인정보 보호법 위반
ynat-v1_train_00489, 시판^주금공 한국의 주e-융 70'TBa,5,경제,시판 주식금융 한국의 주식 융자
ynat-v1_train_00490,"뉴D랜드 대학YFd""시위k지U 학=과(中본토Z학k$sH",6,세계,뉴질랜드 대학시위 지구 학과(중국본토학)
ynat-v1_train_00491,11월 주식 발행액 전월비 60% 증가…IPO·유상증자↑,4,IT과학,11월 주식 발행액이 전월비 60% 증가하여 IPO와 유상증자가 진행되었다.
ynat-v1_train_00492,월미도 새 모노레일 내년 추석엔 달릴 수 있을까,2,정치,월미도 새 모노레일 내년 추석에는 달릴 수 있을까요?
ynat-v1_train_00493,Np민황_4 <두x~-@투&-이Zo@ AM치 데뷔^.<,1,스포츠,NP민황 4 두투이 AM치 데뷔
ynat-v1_train_00494,대형서점엔=없uDtOJ네yC과 손}는 b판사들,0,생활문화,대형서점에는 없을 것 같은 녀석과 손은 판사들
ynat-v1_train_00495,"o시티·리버=L3·4ea확;…아스널 20년만에D""스리그Y좌절",1,스포츠,오시티 리버풀과 3-4이등분…아스널 20년만에 리그 우승 좌절
ynat-v1_train_00496,조소앙이 쓴 독립운I#1평전 유방z *Ep역,0,생활문화,조소앙이 쓴 독립운동 1편 평전 유방역
ynat-v1_train_00497,김영란법 때문에E애플 t이폰 초청70못받7 r국 언.,3,사회,김영란법 때문에 애플 아이폰 초청70명을 받을 수 없었다.
ynat-v1_train_00498,"베}트셀러@'q은z어Y게 삶의 무\가 0는가[6주째 ""0",0,생활문화,베트셀러는 어쩌게 삶의 무거운 가 0은 6주째 
ynat-v1_train_00499,신:p(피U 로y의 시-,0,생활문화,신나는 프로야구의 시사회
ynat-v1_train_00500,I6y\든i미8령.계곡G!어 ^gN군 i방 7T,0,생활문화,이든이미령계곡어귀 방산
ynat-v1_train_00501,지난해 수도권 아파트 평균 거래가 3억3천만원,0,생활문화,지난해 수도권 아파트의 평균 거래가는 3억3천만원
ynat-v1_train_00502,?일부터T청P회p전쟁:여소c.}국~ -eW+패 l<,2,정치,일부 청년들이 주도하는 전당대회: 여소야대 - 전당대회 패턴
ynat-v1_train_00503,p실군 섬진강댐 방문한@김u조77부a,3,사회,실제군 섬진강댐 방문한 김우조 77부
ynat-v1_train_00504,UAE 단교 20개월만에 카타르 왕래 화물선 허용,4,IT과학,UAE와 카타르의 왕래가 화물선으로 허용되었습니다.
ynat-v1_train_00505,"pWd 2018 바^셀""나는 갤럭시Sc 맞! 준비]한창…5천여명 몰릴 W",4,IT과학,2018 바셀이 나는 갤럭시S를 맞이한 창의적인…5천여명의 몰릴 사람들
ynat-v1_train_00506,북한 TV 북중 합작영화 평양에서의 약속 방영,3,사회,북한 TV와 중화인민공화국 합작영화 '평양에서의 약속' 방영
ynat-v1_train_00507,朴대통령 에어포스원 탄 오바마와 15분간 북핵대응 긴급통화,0,생활문화,박대통령이 에어포스원 탄 오바마와 15분간 북핵대응에 관한 긴급통화를 했습니다
ynat-v1_train_00508,이적설에 휘말렸던 이근호 울산이라 마음 갔던 게 사실,6,세계,이적설에 휘말렸던 이근호가 울산이라 마음을 갔던 게 사실
ynat-v1_train_00509,"WN C 박지G3S""고y에서U2+바J드",1,스포츠,WNBA 박지성고에서 바디
ynat-v1_train_00510,LH 3vy*n? ftv 못판다…M난] 3조E천(K_치r매각종),5,경제,LH 3억원 매각 못판다…만 3조원 치르 매각종료
ynat-v1_train_00511,미s에셋대우 신한Ns 실적]배당nd68목-$+,5,경제,미국에셋대우 신한은행 실적 배당금 목표
ynat-v1_train_00512,국회사무o 美._추(츠大·7욕시립대f&즈칼리지와 MOU,2,정치,국회사무처와 美(미국) 추(추대)대학교 7욕(영양)시립대(f)과 MOU 체결
ynat-v1_train_00513,軍 사이버도박 증가 추세…올해만 40건 적발,1,스포츠,군인 사이버 도박 증가 추세… 올해만 40건 적발
ynat-v1_train_00514,인천서O g행된 O라/ .력평3,3,사회,인천서 고행된 로라/력 평3
ynat-v1_train_00515,靑 l;H초 대북q사 파H 발표Z서훈 m정W' 유력종합;;,2,정치,청와대 대북사 파문 발표서훈 민정위의 유력 후보
ynat-v1_train_00516,"게Z판 ,통| 2%] {·편입생 모집 0카c톡]bb`진행",3,사회,개인적인 통신 2% 편입생 모집 카톡으로 진행
ynat-v1_train_00517,이통시장 태풍의 눈 단말 자급제 수면 위로…업계 예의주시,4,IT과학,이통시장 태풍의 눈 단말 자급제가 수면 위로 올라가 업계 예의주시
ynat-v1_train_00518,kt 2퍼=#q 실G 점M…2v닝y+J안Gj3K 무실:,1,스포츠,KT 2퍼센트 실점…2연승 안길 3K 무실
ynat-v1_train_00519,서울 초등학생 새학기부터 구강검진 결과 스마트폰으로 확인,1,스포츠,서울 초등학생 새학기부터 구강검진 결과 스마트폰으로 확인한다
ynat-v1_train_00520,"콘텐W~w짜 제O u0UK수( 위로…통신업,f술Z종=",4,IT과학,콘텐츠 제조업체( 위로…통신업 종류
ynat-v1_train_00521,(리 B히는 D?日…b일부터 G이-서 고위S 경제t화,6,세계,리히는 일본…일요일부터 기상이 xấu해
ynat-v1_train_00522,올림픽 답변하는 신소정,6,세계,올림픽에서 답변하는 신소정
ynat-v1_train_00523,LG+G6 ^성 갤S8 제치고x`;T 영상 1위종합,5,경제,LG G6 성능 갤S8 제치고 T 영상 1위
ynat-v1_train_00524,lue 유N[리그 아}란h에 15 }패I수모…4별리그 탈p,1,스포츠,Blue 유나이티드 리그 아란에 15패수모…4별리그 탈락
ynat-v1_train_00525,朴대qr z오 BC을 길은%:|fz< 제pI北경고·中압박종합,2,정치,박대통령의 외교는 길이 막혀 제한된 북경고와 중국의 압박에 집중
ynat-v1_train_00526,"오""마@사드는ej수p 방V ""제…^위협[대s(.한 것",6,세계,오마사드는 수프 방위 
ynat-v1_train_00527,"롯데건) p·폐수a슬7지,건조기술 환경-서 녹Z인증",5,경제,"롯데건설이 폐수 슬러지, 건조 기술 환경-친화 녹색 인증"
ynat-v1_train_00528,朴대M령 북핵은/턱밑 비;M해결 않으면c한미에 큰 피f,2,정치,박대통령 북핵은턱밑 비핵화 해결 않으면 한미에 큰 피해
ynat-v1_train_00529,SKT 프리미엄 임대폰 제공…10일 이하도 하루 단위 과금,1,스포츠,SKT 프리미엄 임대폰을 제공한다. 10일 이하의 사용도 하루 단위로 과금한다.
ynat-v1_train_00530,아시안게임 여자축구 인도네시아 상대로 손화연·이현영 ...,1,스포츠,아시안게임 여자축구 인도네시아와의 경기에서 손화연·이현영...
ynat-v1_train_00531,"부7교육청 D식종&자 등 7개 0. ""육공무직 19}o 8발",3,사회,부산교육청 식당종사자 등 7개 0명 
ynat-v1_train_00532,n/아베@총리@만난 D국6O- 국v(칙 위협L주장D합,6,세계,나베 일본 총리 만난 두 국간 국법 위협 주장 합의
ynat-v1_train_00533,ZoU) 민uA Z)·0강검진 결bh받rH,4,IT과학,Zoom의 0강검진 결과 받았다
ynat-v1_train_00534,국토h 공동주택 관리 n우수0지에M서울 텐r힐 1단지,5,경제,국토관리 우수지에 서울 테르힐 1단지
ynat-v1_train_00535,"pIc E다가i아마존(日7 짝`""명M u천 망신",4,IT과학,픽셀이 아이마존(일본) 짝수명 유통망신
ynat-v1_train_00536,제1차 세계대전 종전은 새로운 폭력의 시작이었다,2,정치,제1차 세계대전 종전은 새로운 시대의 시작이었다
ynat-v1_train_00537,유엔 w.아4공습으로 1[일간 민간인 100명 이상 yZ,6,세계,유엔은 1일 미국과 영국의 공습으로 1일간 민간인 100명 이상 사망했다
ynat-v1_train_00538,이란 反이란JHD보수G싱C탱크vF8a 제재 대상에 올>,6,세계,이란 반란군 보수정치인 탱크가 제재 대상에 올랐다.
ynat-v1_train_00539,2~D EBSc9Rhym대iZ 4명 Z정,3,사회,2명이 EBS의 시리즈 4명이 정파를 전환
ynat-v1_train_00540,LG G6 예약판매 개시…액정 무상 수리 등 45만원 혜택,1,스포츠,LG G6 예약판매가 시작되었습니다. 액정 무상 수리 및 45만원 혜택이 제공됩니다.
ynat-v1_train_00541,]국문협+U상에D임f훈]안K순·n육Oa박예R,0,생활문화,국문협상에 임함훈안순·육박예리
ynat-v1_train_00542,밀린 통신비 신용등급 반영한 SKT…즉시 중단종합2보,3,사회,SKT가 밀린 통신비에 대한 신용등급을 반영한 즉시 중단하는 종합 2보
ynat-v1_train_00543,구z 사이로 또 한 해가( 충남 해넘' 명소 북Z,0,생활문화,구주 사이로 또 한 해가(충남 해남 명소 북쪽
ynat-v1_train_00544,美금융사 가상화폐 경계령…비자 CEO 거래처리 안할 것,4,IT과학,미국 금융사 가상화폐 거래를 경계하고 있다. 비자 CEO는 거래처리하지 않을 것
ynat-v1_train_00545,대관령 영하 18.3도 나흘째 맹추위…동해안 건조특보,1,스포츠,대관령 영하 18.3도 나흘째 맹추위…동해안에서 축구 경기 열린다
ynat-v1_train_00546,사o_ 석유V4Dl가}q`성  0∼8w달러>W좁k야,6,세계,세계 석유 가격 0∼8달러로 떨어졌다.
ynat-v1_train_00547,"폭Q# 갇I R주 E산r,마을 m렇게 $이 내린 건 D음",0,생활문화,폭포가 있는 주변 마을처럼 이 기상 현상이 내린 건 더음
ynat-v1_train_00548,中 국방$`) 사드 m 언급…T역{Ob 심S@ F_,6,세계,중국 국방사가 사드 배치 언급…태역외 심각
ynat-v1_train_00549,中공안 장쑤 화학공단 폭발참사 책임자들 구금,2,정치,중국 공안이 장쑤 화학공단 폭발 참사 책임자들을 구금했습니다.
ynat-v1_train_00550,.조선 피격@ r드론 k추…끓어오7_ 호0무즈 r협,6,세계,조선 피격 드론 추격…끓어오르는 호모즈 협상
ynat-v1_train_00551,Eg한미훈련T ^Yq X<할 것 5협…국방<I성%종합,2,정치,한국미국훈련을 할 것 5협약…국방성 종합
ynat-v1_train_00552,회계사 Igh반% 경기E상반;보다 y정1,5,경제,회계사가 경기 상반기에 대한 예측보다
ynat-v1_train_00553,회견장 들어서는 홍준표 지사,0,생활문화,회견장에 들어서는 홍준표 지사
ynat-v1_train_00554,홍남p [vc차관H나F$술#g안y관리 i검,2,정치,홍남표 차관님이 관료관리 이검토
ynat-v1_train_00555,주점서 성희롱하고 난동부린 50대 취객…잡고보니 서울시 공무원,3,사회,주점에서 성희롱하고 난동을 부린 50대 취객... 잡혀보니 서울시 공무원이란다.
ynat-v1_train_00556,아프리카tV F트= 시장 공략<;l 엔터社와vMIU,4,IT과학,아프리카TV FTV는 시장 공략 엔터테인먼트로
ynat-v1_train_00557,|H호c)진시T발사o에t 천A안2Q까지 P\ s한s큰Zk,4,IT과학,호치진시발사에 천안까지 항공편
ynat-v1_train_00558,제4기 여론집중도조사위 출범…위원장에 김영욱 교수,2,정치,제4기 여론집중도조사위원회 출범…위원장에 김영욱 교수가 임명되었습니다.
ynat-v1_train_00559,"O양정상회담$문q_l v8원에 모감주.무:"";…yMq말은 번|",2,정치,오늘 정상회담 문재인 원에 모함주무:…영문 말은 번역
ynat-v1_train_00560,"T신서? 위반 f직자 증가…교황청v =리지침 존재한""",3,사회,신서 위반 직무자 증가…교황청 지침 존재한다
ynat-v1_train_00561,물로 덮인 U터월드S행성에도 G0체H존PEF능,4,IT과학,물로 덮인 외계행성에도 기체존재 가능
ynat-v1_train_00562,위클리 스A트<어린이날 국v과학관{행\ 다채,0,생활문화,위클리 스타 어린이날 국립과학관 행사 다채로움
ynat-v1_train_00563,"@_르담 붕괴 위VL:전…佛당국 %kn^\급,보강Q작]",6,세계,"르완다 붕괴 위험:전문가들 급, 보강작업"
ynat-v1_train_00564,폭행_혐의< XLB던 우J아스 8일 만에 다B9 복5,1,스포츠,폭행 혐의 XLB던 우아스 8일 만에 다보 복귀
ynat-v1_train_00565,"KI?p G암 나LN질 개발 |이저s쏘, Dr0쥐실X으로 확b",4,IT과학,"Kip Giam Nalgil 개발 이저 쏘, Dr.실록으로 확장"
ynat-v1_train_00566,[간 @기와 ;외X 음k5quA타 3q,0,생활문화,간식과 외식 음식 타협
ynat-v1_train_00567,코로나KFrz산속 달러 강r*달K선물ETU?Q익률 iT,5,경제,코로나19 재난속 달러 강달러 선물ETU?Q익률 iT
ynat-v1_train_00568,",학.사회 bY<UZG위-v-3jx술과 i2다",4,IT과학,학술과 사회 비즈니스 위상
ynat-v1_train_00569,국회 외통위 한미 방위비분담금 협정 비준동의안 처리,0,생활문화,국회 외교통일위원회에서 한미 방위비 분담금 협정에 대한 비준 동의안을 처리한다.
ynat-v1_train_00570,고< 해E라기bd시S게N& j롬 Di#rG&,0,생활문화,고해라기시게놈 디르거
ynat-v1_train_00571,신간T자< 데리!를1읽는 W간·포퓰k즘6i=주i?,0,생활문화,신간자 데리러 가는 간판·포퓰리즘 주의
ynat-v1_train_00572,특검 이화2대 및 관계자F사무실·4택 (0여+ 1}~색c보,3,사회,특검 이화대 및 관계자 사무실·4택(여학생 1명~색소폰 보이
ynat-v1_train_00573,LG전자 실속형 스마트폰 2018년형 K 시리즈 공개,1,스포츠,LG전자가 2018년형 K 시리즈를 공개하여 실속형 스마트폰을 출시했다.
ynat-v1_train_00574,참석G와 인사G는C안희정H`사,2,정치,참석과 인사하는 안희정의 사안
ynat-v1_train_00575,靑 참모교체 → 책임총리 내각 단계적 쇄신론도 대두,2,정치,청와대 참모 교체 → 책임 총리 내각 단계적 쇄신을론도 대두
ynat-v1_train_00576,바흐 모테트 전곡 연주·박유신김현정 듀오 공연,4,IT과학,"Bach Motet 전곡 연주·박유신, 김현정 듀오 공연"
ynat-v1_train_00577,그래픽 작년 주식 1인당 보유종목수 4.27개,3,사회,인구가 증가하고 주식 투자도 증가하였는데 작년 한 해 동안 1인당 평균 보유종목 수는 4.27개로 증가하였습니다.
ynat-v1_train_00578,e국NC민@당 당내^성추r부터AZ출·aK하라,2,정치,국민당 당내 성추문으로 출당·해임하라
ynat-v1_train_00579,"英의 \렉시Q 혼N에 C z?獨(佛…*y한 입장 제Q해""[합",6,세계,영국의 런던 혼란에 중국 독립운동을 생각해
ynat-v1_train_00580,"푸틴Y시민5회j] 반=""@ W테러?법b ""Y지에 서명",6,세계,러시아 대통령 5년 반의 무기법 
ynat-v1_train_00581,|서! L$ z북 진o 영하B14\\Zx낮부pm평년기온,0,생활문화,서부 지역 북진 영하 14도 저녁 부평년 기온
ynat-v1_train_00582,UEFA 파리 생제르맹 FFP 위반 여부 조사 착수,0,생활문화,UEFA 파리 생제르맹의 FFP 위반 여부 조사 착수
ynat-v1_train_00583,FTT엔0l엔진 부품판매·eE재 공급 시장 6출,5,경제,FTT 엔진 부품 판매·전자 공급 시장 출범
ynat-v1_train_00584,대선출마 앞둔 바이든의 나쁜손 또 폭로…코 비비려고 했다,3,사회,대선 출마 앞둔 바이든의 나쁜 손 또 폭로…코로나 바이러스에 비빔려고 했다
ynat-v1_train_00585,구글의QAI 진화 어디까지f\신 얼굴 알e보고 k정 알i준다Uw,4,IT과학,구글의 AI 진화 어디까지 신 얼굴 알 수 보고 정확 알 수 있다
ynat-v1_train_00586,"오Gc r권,bA채Xa리 소o 반등",5,경제,오일 가격이 떨어지고 채권과 금리 소폭 반등
ynat-v1_train_00587,올림픽 한반도기 흔드는 북한 응원단,4,IT과학,올림픽 한반도 기원하는 북한 응원단
ynat-v1_train_00588,쌍k@ 호주- l동l딜A}BiVz,5,경제,쌍호주- 동물거래
ynat-v1_train_00589,與 오늘 전대투표 막 올라…4파전 승자 판가름,0,생활문화,오늘 전대투표가 막 올라…4파전의 승자 판단이 가려져
ynat-v1_train_00590,"무,)환율에서:s보까&…미i d쟁 :방위로P전선 확대종합2보",5,경제,무환율에서 상승보다는…미국 달러가 방위로 전선 확대되고 있습니다.
ynat-v1_train_00591,"시진pN낙N지>서S민생행보IT0a05까지""t}만: 빈o&해소",6,세계,시진핑 중국인생행보 IT05까지 만 빈해소
