ID,text,target,label,clean_text
ynat-v1_train_00736,문 대통령 국정지지도 74%…지난주보다 3%P 상승갤럽종합,1,스포츠,문 대통령 국정지지도 74%…지난주보다 3% 상승 Gallup 종합
ynat-v1_train_00737,北 외화벌이 기관들 무역허가권 확보 경쟁 RFA,2,정치,북한 외화벌이 기관들 무역허가권 확보 경쟁 RFA
ynat-v1_train_00738,문대통령 북미b담)성(o로 평Gi제 수립·북미수교4확n,2,정치,문대통령 북미담판 성적으로 평정수립·북미수교 확정
ynat-v1_train_00739,"이Ar신yY비스<장애로O5[여간Q'천8,0만명 B해",4,IT과학,이신비식 장애로 5천여간 천만명 병해
ynat-v1_train_00740,짱기> 리^M[Y스C커 누구g8!n기가PCT>A+통l영상,4,IT과학,짱기 리스크커 누구인가 ICT 통신영상
ynat-v1_train_00741,게시판 SKT AI 콘퍼런스 ai.x 2019 개최,6,세계,게시판 SKT AI 콘퍼런스 AI X 2019 개최
ynat-v1_train_00742,에스티.이 16e억4 규모oDs플n' 제조장비}공T계1,5,경제,에스티이 16억4천억 규모의 플랜트 제조장비 공급계약1
ynat-v1_train_00743,"E[QBC9아나운서 -a 성lZ{해소!t,위 권고sH용",3,사회,"EQBC 아나운서 -성화소,위 권고 용"
ynat-v1_train_00744,"F럽 朴,통, sI도 E+ 상승한\42%",2,정치,법 朴 통신도 상승한 42%
ynat-v1_train_00745,서울 표준주택 공시가 17.75%↑…15억 초과 고가주택 정밀 조준종합2보,4,IT과학,서울 표준주택 공시가 17.75% 상승…15억 초과 고가주택 정밀 조준
ynat-v1_train_00746,KT연세대 5G 상용망 기반 연구 플랫폼 출범,6,세계,KT연세대 5G 상용망 기반 연구 플랫폼 출시
ynat-v1_train_00747,-E 국kO장단·2T대표)방E 평화#O길에 큰 w,2,정치,-은 국회장단·2대 대표)방평화길에 큰 우
ynat-v1_train_00748,10∼20대는 유튜브 세대…하루 4.4회 52분 본다,4,IT과학,10∼20대는 유튜브 세대…하루 4.4회 52분 본다
ynat-v1_train_00749,영상t류현진g베<랑>포수 마틴과 출i…P싱D은 {51.7,1,스포츠,영상류현진 베랑 포수 마틴과 출전…피칭은 51.7
ynat-v1_train_00750,오빠 감독 문경은·이상민 크리스마스에 3점 슛 대결,4,IT과학,오빠 감독 문경은·이상민 크리스마스에 3점슛 대결
ynat-v1_train_00751,m$탁V(}력향상=[장 배구w표팀x전임8독 ;/하겠다,1,스포츠,막탁력향상 장 배구 표팀 전임 독립 하겠다
ynat-v1_train_00752,X신망8Tc단$·서U스까지…세계 yP|5G&올림픽 눈앞,4,IT과학,X신망단점서버까지…세계 5G 올림픽 눈앞
ynat-v1_train_00753,춘천시 환경사업소 관련 기자회견,3,사회,춘천시 환경사업소 관련 기자 회견
ynat-v1_train_00754,미 대북정책 이란과 달랐다…전략적 인내가 핵실험 묵인,5,경제,미국 대북정책 이란과 달랐다…전략적 인내가 핵실험을 묵인했다
ynat-v1_train_00755,야구3IS&m안에서 더 생생하8…LGU＋ 프l야? m,1,스포츠,야구 3IS안에서 더 생생한…LG 프야구 m
ynat-v1_train_00756,^국LsiH사개혁V명분V정권 Q맛 맞uZ인적&!이S안돼,2,정치,국가 개혁 명분 정권 맛 맞는 적이 안돼
ynat-v1_train_00757,<디hB Z티∼<$G Gw 5큐a_박스 X피e N길,4,IT과학,디지털 시티 건설 5차 박스 X 피길
ynat-v1_train_00758,특징주 두산솔루스 분할상장 나흘째 상한가종합,4,IT과학,특징주 두산솔루션 분할상장 나흘째 상승한가 종합
ynat-v1_train_00759,佛M해외령Z기아나 노조n표단 \'기} 무k한]점0 농성,6,세계,佛해외령기아나 노조표단 '기무한' 점0 농성
ynat-v1_train_00760,J병호m97 ;_]VnF…#1 DtWrE 연6,1,스포츠,J.병호 m97 ;_VnF…#1 DW 연기
ynat-v1_train_00761,美이란%제재h제J직전[-감m S교환…u;자Fm함F합k보,6,세계,美이란 제재 직전 감시 교환…자금함 합병보
ynat-v1_train_00762,美하원 트럼프 탄핵안 내일 표결…여야 막판까지 대충돌종합,2,정치,美하원 트럼프 탄핵안 내일 표결…여당과 야당 막판까지 대충돌
ynat-v1_train_00763,D{헌장e 서명하는 k부겸 장T,2,정치,헌장 서명하는 부겸 장관
ynat-v1_train_00764,내일날씨 새해 첫날 전국 가끔 구름 많음…아침 기온 영하 10도,4,IT과학,내일 날씨 새해 첫날 전국 가끔 구름 많음…아침 기온 영하 10도
ynat-v1_train_00765,갤S9 Q급J@전z패키지 나>다c5천* 한정d판매<합'U,4,IT과학,갤럭시S9 Q급전파패키지 나다 5천 한정판매
ynat-v1_train_00766,c= 타h^ LG n20 음 애Gh<위한 최고의_스마트8,4,IT과학,c타 LG n20 음양 애호가 위한 최고의 스마트폰
ynat-v1_train_00767,ZU최대9/매; ph트%밤의_전  _배 경Y@ 구3,3,사회,최대9/10매의 밤의 전배 경유구
ynat-v1_train_00768,고속도W_Y5? v식 E은 운$[{8행e+차t+구b,3,사회,고속도로 위험 E은 운전차량 구분
ynat-v1_train_00769,원스토어 앱 유통 수수료 인하…30%→5%까지,0,생활문화,원스토어 앱 유통 수수료 인하…30%→5%까지
ynat-v1_train_00770,"S4T=t,a위G 실gq y6 ]Ly z블블zf출시",4,IT과학,SAT위 실력 y6 ]Ly 블록체인 출시
ynat-v1_train_00771,M대hH G(EM e간ql영D정*R담R#0m재 완8 논%할8듯종합,2,정치,민주당 대통합 정치 당론 집회 완성 논의
ynat-v1_train_00772,3주 사회서비스F 1급 사무/장 등 u부 직원 q명 공q,3,사회,3주 사회서비스 1급 사무장 등 우수 부직원 100명 공적
ynat-v1_train_00773,트럼프 주장대로 불법이민자 전원 추방시 미국 경제 2% 축소,4,IT과학,트럼프 주장대로 불법이민자 전원 추방시 미국 경제 2% 감소
ynat-v1_train_00774,불교U서 육식] 언제]터 금지됐을까,0,생활문화,불교에서 육식 언제 터금지됐을까
ynat-v1_train_00775,-용9 與 최고위원 출마…난 親~민계 당 위해 Kz,2,정치,용용 與 최고위원 출마…난 친민계 당 위해 활동
ynat-v1_train_00776,민주 평창올림픽 성공 개최 총력전…색깔론 한국당 맹공,6,세계,민주당 평창 올림픽 성공 개최 총력전…색깔론 한국당 맹공
ynat-v1_train_00777,창녕 40도 육박 불볕더위…물놀이·여름축제로 더위 탈출종합,5,경제,창녕 40도 육박 불볕더위…물놀이·여름축제로 더위 탈출
ynat-v1_train_00778,해운 위기?용r료 인하.합병으로 해결될 문l ;냐,5,경제,"해운 위기? 운임료 인하, 합병으로 해결될 문란"
ynat-v1_train_00779,현대판 파라오 엘시시 이집트 마지막 독립언론도 겁박,6,세계,현대판 파라오 엘시시 이집트 마지막 독립언론도 겁박
ynat-v1_train_00780,이주열 통화정책 완화정도 추가 조정 필요,0,생활문화,이주열 통화정책 완화 정도 추가 조정 필요
ynat-v1_train_00781,PCW5대= [ )글 V드r이# Xym윈도 점B율 최초 Xe,4,IT과학,PCW5대 [ )글 V드라이브 Xym 윈도 점유율 최초 Xe
ynat-v1_train_00782,中인민일보.美 중국/내정간a은d비열한 행위 Y비난,6,세계,중국인민일보.미국 중국 내정간섭 열한 행위 비난
ynat-v1_train_00783,아E존 [Cc:k z>전…북미by0y qK M애 치열,6,세계,아시아존 [CCTV 전…북미 by qK M애 치열
ynat-v1_train_00784,&-+토r 애<레T듀오 fyg넷플OP서\ X틀,0,생활문화,토요 애니레듀오 후각넷플 오프닝
ynat-v1_train_00785,지난달 f| @분양 %F3천268채?7개월 연속 v소세,5,경제,지난달 분양 3천268채 7개월 연속 소형아파트
ynat-v1_train_00786,"변"",, 라건WQ떠오른 ]대성*현대모비< ?력 k표팀lY",1,스포츠,변호 라건원 떠오른 대성현대모비스력 표팀
ynat-v1_train_00787,JDs연?ZIR;#역U터미널엔 l성객…공항k 관광객I북Zv,3,사회,JDS연결역 터미널엔 많은객…공항 관광객 북쪽
ynat-v1_train_00788,개막전 선발 후보 류현진 22일 시범경기서 마지막 점검,1,스포츠,개막전 선발 후보 류현진 22일 시범경기서 마지막 점검
ynat-v1_train_00789,중부지방2-+일9JP 장마 오pP끝RY7그치V >푹 찐krb,0,생활문화,중부지방 일일장마 오기가 끝나서 그치고 찐따는
ynat-v1_train_00790,극적 역전승 김종민 감독 한 세트만 따면 반전 오리라...,6,세계,극적인 역전승 김종민 감독 한 세트만 따면 반전의 오리라...
ynat-v1_train_00791,W'美블:컨u북W 비IMP4^마 패거리?참견 /라,6,세계,W美블컨북 비임파크마 패거리?참견 /라
ynat-v1_train_00792,대법 영원무역 비판기사 한겨레 정정보도·손배 책임없다,2,정치,대법원 영원무역 비판 기사 한겨레 정정보도·손배 책임 없다
ynat-v1_train_00793,책 읽는 여성의 흑역사 전혜린을 위한 변명,6,세계,책 읽는 여성의 흑역사 전혜린을 위한 변론
ynat-v1_train_00794,대e#Ls\리 o마[폰 Zs XW00K출시 C|@1 7짜#,4,IT과학,대리폰 Zs XW00K출시 C1 7짜리
ynat-v1_train_00795,내일날씨 제주도·영동 아침까지 비…동해·남해 풍랑 주의,3,사회,내일날씨 제주도영동 아침까지 비…동해남해 풍랑 주의
ynat-v1_train_00796,S리랑카 말라리아 b정국 _$_H9d가c3 발r0o,6,세계,스리랑카 말라리아 전염병이 발생
ynat-v1_train_00797,선<제 ;스트트+ s정74]독P타도)S치= 한국x,2,정치,선정 스트트 스정74독타도 시 한국
ynat-v1_train_00798,KT삼성전자퀄컴 국제표준 기반 5G 데이터 통신 성공,3,사회,KT 삼성전자 퀄컴 국제 표준 기반 5G 데이터 통신 성공
ynat-v1_train_00799,한전 감사위원에 이성한 전경찰청장·조전혁 전의원,3,사회,한전 감사위원에 이성한 전경찰청장·조전혁 전 의원
ynat-v1_train_00800,"세9호 단체들 참사 K""보도6|BS·MBC%책임자 8단 공개",3,사회,세종호 단체들 참사 KBS 보도6|BS·MBC 책임자 8단 공개
ynat-v1_train_00801,특징주 메가B디(자회사 합병에 급W,5,경제,특징주 메가디자인(자회사 합병에 급등
ynat-v1_train_00802,구미공단 업체 경영계획 원달러 환율 1천133원,4,IT과학,구미공단 업체 경영계획 원달러 환율 1천 133원
ynat-v1_train_00803,김지j 19득점 깜짝G5약…현대캐5탈 KBO보에 H.;.,1,스포츠,김지영 19득점 깜짝 5약…현대캐피탈 KBO 보에 H.
ynat-v1_train_00804,유엔6w북dL 블랙리스트 누가3올6O…北6직대사 첫X3,2,정치,유엔 북한 블랙리스트 누가 올린…북직대사 첫
ynat-v1_train_00805,고용안정지원금 오프라인 신청 첫날…한숨 돌리게 됐어요,4,IT과학,고용 안정 지원금 오프라인 신청 첫날 한숨 돌리게 됐어요
ynat-v1_train_00806,R~|I서i36일째 단J x9wU건강 악화b 병원)H_종합,3,사회,RI서희 36일째 단식 건강 악화 병원 종합
ynat-v1_train_00807,정의장 인C·카A흐스탄 &\m(N 대통N(-담,6,세계,정의장 인준·카자흐스탄 &amp;(N 대통제(-담
ynat-v1_train_00808,shl 러 미사일N도t에 뿔= 4국 F3&f부품\도O중단,6,세계,shl 러 미사일도 발사 4국 F3f부품도 중단
ynat-v1_train_00809,&r A농축 >라늄 저장한4 U+…핵yg3 발 :,6,세계,러시아 농축 라늄 저장한 유기물…핵 발 
ynat-v1_train_00810,세계문화예술교육 주간 24일 개막…전국서 문화예술 행사,0,생활문화,세계 문화 예술 교육 주간 24일 개막…전국서 문화 예술 행사
ynat-v1_train_00811,금감원 공공기관 지정 피했다…5년내 상위직 35%로 감축종합2보,6,세계,금감원 공공기관 지정 피했다…5년내 상위직 35%로 감축
ynat-v1_train_00812,B튜$오 머HLY/생상품 거래k l.yN.frWH발-,5,경제,부튜어 머물러 생상품 거래량
ynat-v1_train_00813,아3널o5?리S x{'격파…링컨시`와J$A< :f전,1,스포츠,아놀드오리시 격파…링컨시와 전
ynat-v1_train_00814,"경기 Xa권 8개 B, Q존주m보h_T활8 자P",0,생활문화,"경기 서부권 8개 시, 도보 여행자 활발"
ynat-v1_train_00815,네이버 투Q j호 스>트업은 배달앱·k류 서a스社,5,경제,네이버 투자 호스트업은 배달앱·류 서비스
ynat-v1_train_00816,"'스피P7zO호y에W2{40* 코r'""국v 사자K전환",5,경제,스피드호에 코리아 사자전환
ynat-v1_train_00817,트럼프가 한사코 부인했는데…멀베이니가 우크라 대가성 인정종합,0,생활문화,트럼프가 한사코 부인했는데…멀베이니가 우크라이나 대가성 인정
ynat-v1_train_00818,"남북Z일농t경기대회 방북단 군용기로 내일4평양""방문",1,스포츠,남북일농경기대회 방북단 군용기로 내일 평양 방문
ynat-v1_train_00819,작은 -MNz귀 기울이s W권V극제,0,생활문화,작은 귀 기울이세요 원작
ynat-v1_train_00820,靑 전d법H폐지s청B에 연v K!8sM!문v 대(B 해W,3,사회,청와대 법집행 폐지 청원에 연대 문재인 대변인
ynat-v1_train_00821,_h나19H위기GR복 V\U 대타협I나오K…이x:wYK수령종합,3,사회,_한19위기 복합대타협 이슈 나옵니다…이수령 종합
ynat-v1_train_00822,AS모!코 Tv이 팔카오+V세 혐의로 2소,1,스포츠,AS모코 TV이 팔카오세 혐의로 2소송
ynat-v1_train_00823,u베 일본 Bx8해 마리오처럼 싸우겠다 D]C 투자 호소,6,세계,유베 일본 베르너 해 마리오처럼 싸우겠다 투자 호소
ynat-v1_train_00824,화이트 그래핀 py체 나올)…대면적 합= 성공,4,IT과학,화이트 그래핀 파이체 나올…대면적 합성 성공
ynat-v1_train_00825,&년lN북협력기금 9d178억 S출H2016년보다 855억 많아,5,경제,&년 북협력기금 9억178억 S출 2016년보다 855억 많아
ynat-v1_train_00826,rR')드전 앞{ 신태ht실]%xG우리2플<{ ^f] 우선,1,스포츠,드림전 앞 신태진실 우리2플 우선
ynat-v1_train_00827,이탈E아 방Of앞' 시+핑 일대일로로 양국관계 새 시|,6,세계,이탈리아 방면 '싱싱' 일대일로로 양국관계 새 시대
ynat-v1_train_00828,"i$1아 외무 내전[""화 8비아 방문KO사적 해법 안돼",6,세계,이란 외무 전화를 비아 방문사적 해법 안돼
ynat-v1_train_00829,A용+간 +ZmS SCi앱은 !DL네이버 g드 2위,4,IT과학,A용간 증진 SCI앱은 DNL네이버 g드 2위
ynat-v1_train_00830, 매'Q>본의 8국/경Ql복<B판G日%a에도Bc해,6,세계,매경의 8국/경복판에도 해
ynat-v1_train_00831,이강인 FK골 U19 대표팀 스코틀랜드에 12 패배,1,스포츠,이강인 FK골 U19 대표팀 스코틀랜드에 12승 패배
ynat-v1_train_00832,최지만 보스턴전 6호 솔로포 포함 멀티히트종합,5,경제,최지만 보스턴전 6호 솔로홈런 포함 멀티히트
ynat-v1_train_00833,사사구 s개Y남발한 브리검 김+성 호@비 t분에 Qj,1,스포츠,사사구 세 개 남발한 브리검 김성 호비 10분에 집중
ynat-v1_train_00834,이탈리아프랑스 정상 EU 난민 자동 배분 시스템 도입 합의,6,세계,이탈리아 프랑스 정상 EU 난민 자동 배분 시스템 도입 협의
ynat-v1_train_00835,5j픽R유료방4j점유+ 및 +편 후3전망,3,사회,5픽스 무료방송 점유율 및 편성 후 전망
ynat-v1_train_00836,f론·T율주D차 등{무인s동s 개발에 100억 투자종\,4,IT과학,로봇·트럭주차 등 무인동작 개발에 100억 투자
ynat-v1_train_00837,삼MdSK3Co그룹주 P재용w영V기각에 동반 랠리,5,경제,삼성그룹 주총 재적 용역 기각에 동반 랠리
ynat-v1_train_00838,3u 아Z트 \[시z도 과j/jp2대YiV2수준 {f,5,경제,3년 아트 [시도 과점/2대수준
ynat-v1_train_00839,북아프리카 스페인령 세우타 이슬람교회당에 괴한들 총격,4,IT과학,북아프리카 스페인령 세우타 이슬람교당에 괴한들 총격
ynat-v1_train_00840,클Z식#선율로S물드는 13 째(PB,0,생활문화,클래식 선율로 물드는 13 번째(PB
ynat-v1_train_00841,31년만의 취재 관련 언론사 압수수색…어수선한 채널A종합,1,스포츠,31년만의 취재 관련 언론사 압수수색…어수선한 채널A 종합
ynat-v1_train_00842,프랑스이란L/란 탄9미사일V#발 놓S 9V,6,세계,프랑스 이란탄미사일 발포 놓보
ynat-v1_train_00843,경찰 두산 이영하에 승부조작 제의한 브로커 수사 착수,2,정치,경찰 두산 이영하에 승부조작 제의한 브로커 수사 시작
ynat-v1_train_00844,서ZfP년}@ 한nv보 l#4내일 영하 1(도,0,생활문화,서프년 한반도 내일 영하 1도
ynat-v1_train_00845,x간 내 몫의 8랑을 탕6$고 지J 당신t\만^,0,생활문화,한강 내 몫의 랑을 탕고 지존 당신만
ynat-v1_train_00846,슬Y.P| $9아it -경에 난민 }단 군cX 배치,6,세계,슬픈 파트 -경에 난민 단군 배치
ynat-v1_train_00847,대>령 .핵 T가회W8탄핵/정 기%O 무겁d !용,2,정치,대통령 핵탄핵/정치 무거운 용어
ynat-v1_train_00848,"러시아 ~프리, 석유·다{X몬드·l전건설로 P 돌nQ",6,세계,러시아 프리석유·다이몬드·건설로 프로젝트 돌변
ynat-v1_train_00849,북HTe*k등장8 z정은u17! 현지nS N적비,2,정치,북한 등장8 정은현지 뉴스 네트비
ynat-v1_train_00850,WSJ 스크린 5함 0란 갤Lb 폴드 조롱 동|상,4,IT과학,WSJ 스크린 5호 0란 갤럭시 폴드 조롱 되상
ynat-v1_train_00851,pzN 대MMj8일W아시아uh| ?SJ정대영 대PQ박은진,1,스포츠,박종대와 정대영 대박은진
ynat-v1_train_00852,Qh k이애미 h리{ $트F·서울옥w블= z^,0,생활문화,Qh k이애미 h리 트로트·서울옥션
ynat-v1_train_00853,KT 더욱 작아지고 간결해진 AI TV 기가지니2 출시,4,IT과학,KT 더욱 작아지고 간결해진 AI TV 기가지니2 출시
ynat-v1_train_00854,생MU3장@정부Iw 시M해보고 실손보험료 인하c말F야,5,경제,생명3장 정부 시행해보고 실손보험료 인하될야
ynat-v1_train_00855,오바마 사드는 순수한 방어체계…北위협 대응 위한 것속보,2,정치,오바마 행정부는 순수한 방어체계…북한 위협 대응 위한 것
ynat-v1_train_00856,eUF구르'탄압e항의 h키 u위에 나쁜 세력의#8동,6,세계,에우프라테스 강탄압 항의 하키 위에 나쁜 세력의 동원
ynat-v1_train_00857,교육의 틀 바꾼다…충북교육청 학사운영 등 대대적 재구조화,3,사회,교육의 틀 바꾼다…충청북도교육청 학사운영 등 대대적 재구조화
ynat-v1_train_00858,한국MS 윈도10 IoT 에디션 출시…B2B 공략,5,경제,한국MS 윈도우10 IoT 에디션 출시…B2B 공략
ynat-v1_train_00859,7 들어올L때b  (는W두산·SK…선발 c승에 불과.#롯데,1,스포츠,7등급 들어올 때 두산·SK…선발 C승에 불과. 롯데
ynat-v1_train_00860,"애플c이 kt서 2루만Noe천3kG등w…대박 +""",5,경제,애플이 kt서 2루만 노은 천3억 등급…대박 
ynat-v1_train_00861,특검 뇌물죄 수사 공식화…최순실 뇌물 피의자 조사,6,세계,특검 뇌물죄 수사 공식화…최순실 뇌물 피의자 조사
ynat-v1_train_00862,인공지능 컴퓨터 마침내 프로 바둑기사를 이기다,1,스포츠,인공지능 컴퓨터 마침내 프로 바둑 기사를 이기다
ynat-v1_train_00863,박건우 삭발은 인제 그만 올해는 초반부터 잘할 겁니다,3,사회,박건우 삭발은 인제 그만 올해는 초반부터 잘할 것입니다
ynat-v1_train_00864,"구글·페북 차이나머니로 t저Lb이터,Qvy? 깐다",4,IT과학,"구글·페북 차이나머니로 저작권 침해, 깊게 분석한다"
ynat-v1_train_00865,"<북 혈hi이d다Aar) j전한  핵VZ올해""i화""정Y전D",2,정치,북한 6일이 다 아니다 전한 핵올해 정전
ynat-v1_train_00866,m8야L8러가G,0,생활문화,몰라야 게임가
ynat-v1_train_00867,KF 온-S x대Z^8` 시 음성Gc내1제b,4,IT과학,KF 온수 대형 식음료제비
ynat-v1_train_00868,북적이는 송악산 선착장,5,경제,북적이는 송악산 선착장
ynat-v1_train_00869,비t내리면Q어u -은 g씨에도Q해수욕장 피서인파iF실,0,생활문화,비내리면 어울릴 g씨에도 해수욕장 피서인파실
ynat-v1_train_00870,여자배구 1순위 디우프 인삼공사 순위 끌어올리겠다,4,IT과학,여자배구 1순위 디우프 인삼공사 순위를 끌어올리겠다
ynat-v1_train_00871,"中 관영3u ""-시위O지지 )란속 NaA 개막전 중u 안 해",6,세계,중국 관영 언론 속 나개 개막전 중안 해
ynat-v1_train_00872,@대통령 Jk家 의혹 계기로pD벌WBF은닉XTq정.준,2,정치,대통령 직가 의혹 계기로 벌금 은닉 정준
ynat-v1_train_00873,청By항 짙은 안6{3항공S 회9F지? 운>,0,생활문화,청량 짙은 항공사 회의지 운항
ynat-v1_train_00874,한국기자8@ 창립P15[년 9념m,3,사회,한국기자협회 창립 15년념
ynat-v1_train_00875,I장 S소o W고 기+G-x장*비S 세운q,4,IT과학,I 장소 고 기지비 세운
ynat-v1_train_00876,충북?대@로|맑다가 밤부터 구름e낮 최고g17AR[도,0,생활문화,충북대로 맑다가 밤부터 구름낮 최고17도
ynat-v1_train_00877,오 부:u7P과Z천wt w@동9h[P…안b)주의,0,생활문화,오 부와 천재와 동료들이… 안정
ynat-v1_train_00878,늦어지고 있는 단풍…오대산·설악산은 절정종합,0,생활문화,늦어지고 있는 단풍…오대산·설악산은 절정
ynat-v1_train_00879,세p P학jE  산l 모인6…한국과t영)3a 개최,4,IT과학,세계 학술 산모임…한국과 일본 개최
ynat-v1_train_00880,홍콩 주둔 중국군 사령관 극단 폭력 절대 용납 안 해 경고,6,세계,홍콩 주둔 중국군 사령관 극단적 폭력 절대 용납 안 해 경고
ynat-v1_train_00881,통일농구 방북단 귀환…조명균 체육교류 계속 이어질 것...,1,스포츠,통일농구 방북단 귀환…조명균 체육교류 계속 이어질 것
ynat-v1_train_00882,국립현대미술관 미술과 민주주의 화두로 국제심포지엄,3,사회,국립현대미술관 미술과 민주주의 화두로 국제 심포지엄
ynat-v1_train_00883,지v '은 d8버·-글}T}…교통\앱r1위i T카오 택시,4,IT과학,지비 '은 버스·택시…교통앱 1위 taxi
ynat-v1_train_00884,안전 위협하는 어린이보호구역 후진 차량,6,세계,안전 위협하는 어린이 보호 구역 후진 차량
ynat-v1_train_00885,베I린 e하모?서 한V 오케+트o 평화염원`소리 P든다,0,생활문화,베를린 에하모서 한 오케스트로 평화 염원 소리 펴는다
ynat-v1_train_00886,치안불안 아프리카 말리 새 총리에 시세 전 재무장관,0,생활문화,치안불안 아프리카 말리 새 총리에게 시세 전 재무장관
ynat-v1_train_00887,까i5^씨x주당 1K원 분기배Fm결o,5,경제,카카오 주당 1만 원 분기배당
ynat-v1_train_00888,"간편결제 i 1위yL모바일결OICi…삼성페 ""2U",5,경제,간편결제 i 1위 모바일결제…삼성 페라그모
ynat-v1_train_00889,네이버 모바일 첫 화면 검색창 위주 개편…뉴스·실급검 뺀다종합,4,IT과학,네이버 모바일 첫 화면 검색창 위주 개편… 뉴스·실시간 검색 뺀다 종합
ynat-v1_train_00890,갯벌도 얼려버린^한파,0,생활문화,갯벌도 얼려버린 한파
ynat-v1_train_00891,$$도시가g 국제종P기Y/Z수Ae서 제출,3,사회,도시가 국제종교 수여식에서 제출
ynat-v1_train_00892,"게};|한국sdc 대구사회q*,U모금회에 5억zO기부",3,사회,게스트 한국 대구사회복지모금회에 5억 원 기부
ynat-v1_train_00893,"게시판)현""미술il`I의;Fj p트r9아",0,생활문화,게시판)현대미술의 필력과 트렌드
ynat-v1_train_00894,伊-대통Q6+ 연정 승인…콘테dz 총n에 `정1구성V권G 부여,6,세계,이탈리아 대통합 연정 승인… 콘테 총리에 정권 구성권 부여
ynat-v1_train_00895,그6픽 아파트 매d가격지수 변r률,5,경제,그리픽 아파트 매도가격 지수 변동률
ynat-v1_train_00896,KTE.#o %급 대폭 +려야*$G+뒤 :객560%y증가,0,생활문화,KTE로 급 대폭 증가해야 고객560%증가
ynat-v1_train_00897,특징주 삼성전자 엿새 만에 약세 전환,1,스포츠,특징주 삼성전자 열흘 만에 약세 전환
ynat-v1_train_00898,LLx g스턴 잭 d레인키 t$MWS 우a후8 0순위.x.,1,스포츠,LLG g상튼 잭 레인키 TMWU 우후 0순위
ynat-v1_train_00899,x정.FAM bHj1면|열렬i 환{ }x치dB q<u/<C합,2,정치,정치의 힘 열렬한 환치기
ynat-v1_train_00900,"G\e령 북한\산T,N양G+니0갈라진t땅으nlp( 1U\어15",2,정치,북한산양기니갈라진땅으론( 1년
ynat-v1_train_00901,LG유플러스 공식 온라인몰서 아이폰6 0원에 판매,1,스포츠,LG유플러스 공식 온라인몰서 아이폰6 0원에 판매
ynat-v1_train_00902,원숭이t7N이U;성| 아니다…r경연{이 관건,4,IT과학,원숭이가 성인 아니다…경연이 관건
ynat-v1_train_00903,"감| O장!K/v 김주찬<결j타로 58패 +출""삼V에!..",1,스포츠,감독 O장경 김주찬 결승타로 58패 +출삼에!
ynat-v1_train_00904,갤럭시S8 덱스 지원하는 최적화 오피스앱 출시,0,생활문화,갤럭시S8 데스크 지원하는 최적화 오피스앱 출시
ynat-v1_train_00905,베어링운용 증시 기초여건 우호적…위험요건은 상존,6,세계,베어링운용 증시 기초 여건 우호적…위험 요건은 상존
ynat-v1_train_00906,北김정은 당 대회 함경;도·황$북도·h선시 대표로 추[,2,정치,북김정은 당대회 함경도·황海道·해선시 대표로 추대
ynat-v1_train_00907,부마항쟁단체 文 후보에 항쟁의 명예 세워달라,0,생활문화,부마항쟁 단체 文 후보에 항쟁의 명예를 세워달라
ynat-v1_train_00908,아시안게임 라오스 야구 스리랑카에 패배…짧지만 강렬한...,1,스포츠,아시안게임 라오스 야구 스리랑카에 패배…짧지만 강렬한...
ynat-v1_train_00909,MLB #를로} P트! W틴~ { 뉴A 메%I감독 GA,1,스포츠,MLB 프로 P 트윈스 뉴욕 메츠 감독 G.A.
ynat-v1_train_00910,5기 방통위 정치 후견주의 극복하고 독립성 강화해야,5,경제,5기 방송통신위원회 정치 후견주의 극복하고 독립성을 강화해야
ynat-v1_train_00911,철퇴 맞는 비트코인g중국서 출국금지y~국선7사기_ (소,5,경제,"비트코인 중국서 출국금지,국세청 7사기_ (소비자)"
ynat-v1_train_00912,E으l +W상태-알려f는-g서 a발I물 속 이용도Q가능,4,IT과학,E울상태 알려지는 곳에서 a발이 물 속 이용도 가능
ynat-v1_train_00913,이란 핵합의서 한발빼…저농축 우라늄 저장한도 열흘뒤 넘겨,1,스포츠,이란 핵합의서 한발 빼…저농축 우라늄 저장 한도 열흘 뒤 넘겨
ynat-v1_train_00914,제6회 국제주택도시금융포럼,5,경제,제6회 국제 주택 도시 금융 포럼
ynat-v1_train_00915,투표현장 권영진 대구시장 신명여중서 투표,2,정치,투표현장 권영진 대구시장 신명여중서 투표
ynat-v1_train_00916,9루 아&키}~m시 건d6+77..X축h,6,세계,9루 아킴데스 건축
ynat-v1_train_00917,@미안 강남 포]스트 d:약물량~aR…경쟁률 33대U1,5,경제,미안 강남 포스트 약물량 경쟁률 33대1
ynat-v1_train_00918,미스터 _샤인 S프로 부^…인물들 납y해,0,생활문화,미스터 샤인 S프로 부인들 납득해
ynat-v1_train_00919,홍윤식 청문회…총선관리·지방재정 등 정책질의 집중,5,경제,홍윤식 청문회…총선관리·지방재정 등 정책질의 집중
ynat-v1_train_00920,v시H 축출후 수단 군부정권 이끄N 아우w는,6,세계,베일축출후 수단 군부정권 이끄는 아우프너
ynat-v1_train_00921,내일날씨 찬바람 쌩쌩 불고 맹추위…서울 영하 8도,0,생활문화,내일 날씨 찬바람 쌩쌩 불고 맹추위…서울 영하 8도
ynat-v1_train_00922,그%픽 전세p급Hu 추이,5,경제,그리픽 전세급상승 추이
ynat-v1_train_00923,전국?fLX천여.t어D 마을 !대역s인fF망 구e,4,IT과학,전국 천여 명의 마을 대역인물
